idx,type,character,sentence,prediction
1252,speech,ALAN,Instead of offering desert he slit his wrists and dictated an insulting letter to the Emperor whilst he slowly bled to death.,disgust
1253,consigne,,Pause,
1254,speech,ALAN,I remember Edwin liked that idea.,neutral
1255,speech,ALAN,He said he'd rather die then be a shadow of the man he was now.,neutral
1256,speech,ALAN,We even joked about running a bath and bleeding ourselves dry because we'd had such a good evening.,joy
1257,speech,TREVOR,It was idle banter.,neutral
1258,speech,TREVOR,Edwin wasn't like that.,disgust
1259,speech,TREVOR,Some people just prepare for the future.,neutral
1260,speech,ALAN,"Yes but Edwin never thought beyond his next drink, or next meal, or next girl.
",neutral
1261,speech,TREVOR,People are different behind closed doors.,neutral
1262,speech,TREVOR,I'm actually full of joie de vivre in private.,neutral
1263,speech,ALAN,And I'm actually teetotal.,neutral
1264,speech,ALAN,"I just don't travel well, need half a shandy to steady the nerves.",neutral
1265,consigne,,Long pause. Both drink.,
1266,speech,TREVOR,I nearly slept with Jessica last night.,joy
1267,speech,ALAN,"I had no idea.
",surprise
1268,speech,TREVOR,Yes you did you bloody liar.,anger
1269,speech,TREVOR,There are no secrets with us four.,neutral
1270,speech,TREVOR,Not for long anyway.,neutral
1271,speech,ALAN,"Maybe you're right.
",neutral
1272,speech,TREVOR,It's just like I'd know if you'd gotten lucky last night.,neutral
1273,consigne,,ALAN drains his glass.,
1274,speech,TREVOR,"We can't hide anything from each other, the truth always comes out.",neutral
1275,consigne,,Pause,
1276,speech,ALAN,Trevor I should really tell you something.,neutral
1277,speech,TREVOR,"No please, let me finish.",fear
1278,speech,TREVOR,"I nearly slept with Jessica, and I would have done if it weren't for Margaret intervening.",fear
1279,speech,ALAN,"So?
",surprise
1280,speech,TREVOR,"So! I didn't stop because I wanted to stop; I stopped because I got caught.
",anger
1281,speech,ALAN,You were lucky.,neutral
1282,speech,ALAN,You should never underestimate the importance of luck It's often the difference between despair and elation.,sadness
1283,speech,TREVOR,"What about justice? 
",neutral
1284,speech,ALAN,"What about it?
",anger
1285,speech,TREVOR,Justice is the only thing I've ever believed in.,neutral
1286,speech,TREVOR,It's what's governed my life.,neutral
1287,speech,ALAN,"Justice is the law, this is different.",neutral
1288,speech,TREVOR,"Call it what you want, maybe it's justice maybe it's karma; I don't know.",neutral
1289,speech,TREVOR,"But I do know that I've wronged, and I know there's only one way to put that right.",anger
1290,speech,ALAN,"You know what you're risking don't you.
",neutral
1291,speech,TREVOR,I have to do it.,sadness
1292,speech,TREVOR,"I promised Margaret I wouldn't, but I just have to.",neutral
1293,speech,TREVOR,I'm going to tell her everything.,neutral
1294,speech,TREVOR,Tell her I love Jessica.,joy
1295,speech,TREVOR,Tell her I love them both.,joy
1296,speech,TREVOR,If Edwin has taught us anything it's that we need to live our lives true to our nature.,neutral
1297,speech,TREVOR,I can't afford to die with this hanging over me.,sadness
1298,speech,ALAN,Wait until tomorrow.,neutral
1299,speech,ALAN,"It's because of the funeral you're thinking this way.
",neutral
1300,speech,TREVOR,I have to do this Alan.,neutral
1301,speech,TREVOR,"I don't know if I'm being cowardly or being brave, but I have to do it.",fear
1302,speech,TREVOR,Thanks you for your counsel though.,neutral
1303,speech,TREVOR,"You're a good friend.
",joy
1304,consigne,,TREVOR leaves his drink and exits. ALAN picks up TREVOR'92S glass and drains the contents. JESSICA enters dressed in normal funeral attire. She is carrying two glasses of whiskey.,
1305,speech,JESSICA,"There you are, 
",neutral
1306,consigne,,holds out drink to ALAN,
1307,speech,JESSICA,"may I join you?
",neutral
1308,consigne,,ALAN accepts. JESSICA sits in a chair next to him.,
1309,speech,ALAN,Thanks.,neutral
1310,speech,ALAN,"You changed.
",neutral
1311,speech,JESSICA,"It was bad enough having to carry the coffin in that abomination, I wasn't going to spend a second longer in it than necessary.",disgust
1312,speech,ALAN,I think you looked rather fetching; the wig went with your eyes.,neutral
1313,speech,JESSICA,Oh shut up you awful man.,disgust
1314,speech,JESSICA,"I looked totally ridiculous.
",disgust
1315,speech,ALAN,"All right then you looked bloody awful, is that what you wanted to hear?
",disgust
1316,consigne,,laughs,
1317,speech,JESSICA,"Finally, a bit of honesty.",neutral
1318,speech,ALAN,"It seems very in vogue at the moment, I thought I'd give it a whirl.",neutral
1319,speech,JESSICA,"Did I see you talking to Trevor?
",surprise
1320,speech,ALAN,"I don't know did you?
",surprise
1321,speech,JESSICA,"You do your best to make conversation difficult don't you? 
",fear
1322,speech,ALAN,"If I think it's going in a direction I don't like yes.
",disgust
1323,speech,JESSICA,"Good old Alan, never one for addressing the difficult issues are you?
",disgust
1324,speech,ALAN,Well there's no point in taxing oneself unnecessarily.,neutral
1325,speech,JESSICA,I knew I could rely on you.,joy
1326,consigne,,MARGARET enters dressed similarly to ALAN. She is carrying two glasses of whiskey.,
1327,speech,JESSICA,I should really go and thank the priest for the service.,neutral
1328,consigne,,JESSICA walks past MARGARET without looking at her and exits. ALAN drains his glass.,
1329,speech,ALAN,Yes here I am and yes you may join me.,neutral
1330,consigne,,ALAN holds out his hand into which MARGARET places the drink. She sits next to him.,
1331,speech,MARGARET,"How you feeling? 
",fear
1332,consigne,,Alan nods,
1333,speech,MARGARET,You seemed rather anxious earlier.,fear
1334,speech,ALAN,"Just tired I suppose, I didn't get much sleep.
",neutral
1335,speech,MARGARET,"Yes, I'm sorry about that.",sadness
1336,speech,MARGARET,"You realise why I had to do it though?
",surprise
1337,speech,ALAN,Yes.,neutral
1338,speech,MARGARET,"And you don't
",anger
1339,consigne,,interrupts,
1340,speech,ALAN,Yes Margaret.,neutral
1341,speech,ALAN,I do think you were sticking your nose in.,disgust
1342,consigne,,she bites her lip,
1343,speech,ALAN,But I also think you were right to.,neutral
1344,speech,ALAN,Who knows where we'd all be if it wasn't for you sticking your nose in where it wasn't wanted.,neutral
1345,speech,ALAN,You should be pleased with yourself.,joy
1346,speech,ALAN,"You've done what was right, not what was popular.",anger
1347,speech,MARGARET,Thanks.,neutral
1348,speech,MARGARET,I'm glad my nose stopped them.,joy
1349,speech,MARGARET,"I know I'm hard on Jessica, but it would have been awful if she'd been unfaithful last night.",disgust
1350,consigne,,Long pause while ALAN drains his glass,
1351,speech,ALAN,I'm glad your nose was there to get in the way.,joy
1352,speech,ALAN,Such a pretty little nose too.,disgust
1353,consigne,,ALAN pushes the end of MARGARET'92S nose with his index finger,
1354,speech,ALAN,"Honk! 
",anger
1355,consigne,,laughs,
1356,speech,MARGARET,"Are you tight?
",surprise
1357,speech,ALAN,Tight as a drum.,disgust
1358,speech,MARGARET,Well I suppose so are half the people through the next room.,neutral
1359,speech,MARGARET,I'll let you off this time.,neutral
1360,speech,MARGARET,"I can understand people getting tight at weddings, but always seemed odd to me to do it at a funeral.",disgust
1361,speech,ALAN,"You're the only person I've ever met who calls it getting tight.
",neutral
1362,consigne,,laughs,
1363,speech,MARGARET,I've got to have something to make me stand out.,neutral
1364,speech,MARGARET,"I suppose people drink anywhere it's free don't they.
",neutral
1365,speech,ALAN,"Probably why Mr Cleethorpes doesn't look too happy, he must be picking up the tab.",sadness
1366,speech,MARGARET,No he's unhappy for a thousand other reasons.,sadness
1367,speech,MARGARET,"Didn't you see Gerald earlier?
",surprise
1368,speech,ALAN,"Edwin's brother? No I presumed he wasn't coming.
",surprise
1369,speech,MARGARET,He barely did.,surprise
1370,speech,MARGARET,"He arrived after the service had started and left before the coffin.
",disgust
1371,speech,ALAN,No wonder the old duffer looks so grim.,sadness
1372,speech,ALAN,"How long's it been since they've spoken?
",neutral
1373,speech,MARGARET,"Since before we met Edwin, well over ten years.",neutral
1374,speech,ALAN,"It's a beastly situation.
",disgust
1375,speech,MARGARET,It's a bloody disgrace.,disgust
1376,speech,MARGARET,Fancy disowning the lad just because he's queer.,disgust
1377,speech,ALAN,"It's a different generation, it's hard for us to understand.",neutral
1378,speech,MARGARET,It's no excuse.,anger
1379,speech,MARGARET,"What difference does it make, it's just about who you fancy at the end of the day.",neutral
1380,speech,ALAN,It's more than that for men like Mr Cleethorpes.,neutral
1381,speech,ALAN,"It's a betrayal of the family name.
",disgust
1382,speech,MARGARET,What rot! There's nothing a child of mine could do that'd make me treat them like that.,disgust
1383,speech,MARGARET,"Well, except vote Tory maybe.",neutral
1384,speech,ALAN,"Edwin was a Tory.
",neutral
1385,speech,MARGARET,"Well anyway, it's a bit much disowning the poor lad.",disgust
1386,speech,ALAN,Yes of course you're right.,neutral
1387,speech,ALAN,Though by all accounts he had a better time of it than Edwin.,neutral
1388,speech,MARGARET,Yes.,neutral
1389,consigne,,Pause,
1390,speech,MARGARET,Hard to imagine anything bad happening to someone so full of life.,disgust
1391,speech,MARGARET,"Certainly can't imagine him being beaten like he was.
",sadness
1392,speech,ALAN,Or being locked in the coal cellar for days on end.,disgust
1393,speech,MARGARET,He really did his best to destroy that boy didn't he.,anger
1394,speech,MARGARET,Tried to suck every shred of life out of him.,disgust
1395,speech,MARGARET,"And as for packing him off to boarding school
",neutral
1396,speech,ALAN,Best place for him considering.,neutral
1397,speech,MARGARET,I suppose so.,neutral
1398,speech,ALAN,"There's no point in hating him Margaret, Edwin overcame it, there's no reason why we shouldn't.",neutral
1399,speech,MARGARET,Edwin had to love the bastard.,disgust
1400,speech,MARGARET,We're not handicapped that way.,neutral
1401,speech,ALAN,"Still, it serves no purpose.",disgust
1402,speech,MARGARET,It doesn't mean I have to be nice to him.,neutral
1403,consigne,,"Enter PRIEST. His dog collar is hanging out on one side, his hair is ruffled and there are lipstick marks on both his cheek and collar.",
1404,speech,PRIEST,"Good Lord! That that that Jessica is a most charming girl! Goodness me! Very very very affectionate indeed! Having rather a better time than I thought I would to be honest! 
",joy
1405,consigne,,To MARGARET,
1406,speech,PRIEST,"Though I don't think I've had the pleasure young lady.
",neutral
1407,speech,ALAN,It looks like you've had plenty of pleasure.,neutral
1408,consigne,,laughs,
1409,speech,PRIEST,"Yes! Ha! Bloody right I have.
",disgust
1410,speech,MARGARET,I'm Margaret Harley Father.,neutral
1411,speech,MARGARET,"I was one of the pallbearers.
",joy
1412,consigne,,roars with laughter,
1413,speech,PRIEST,"You you you don't bloody say! Ha! I'm glad you are, would hate to think you dressed like that off your own bat.",joy
1414,speech,PRIEST,"What are we drinking anyway?
",neutral
1415,speech,ALAN,"Scotch if you're offering.
",neutral
1416,speech,PRIEST,"Top idea that man! 
",neutral
1417,consigne,,Turns his head and shouts,
1418,speech,PRIEST,"Barkeep! 
",neutral
1419,consigne,,Turns his head back to ALAN and MARGARET.,
1420,consigne,,BARMAN enters and stands very close to PRIEST.,
1421,speech,MARGARET,It was a very interesting service.,joy
1422,speech,PRIEST,Interesting's the word.,surprise
1423,consigne,,Turns head again so comes nose to nose with BARMAN,
1424,speech,PRIEST,"Barkeep! 
",neutral
1425,consigne,,PRIEST jumps back alarmed.,
1426,speech,PRIEST,There you are.,neutral
1427,speech,PRIEST,Three scotches please.,neutral
1428,speech,BARMAN,Very good Father.,joy
1429,speech,ALAN,"Doubles.
",neutral
1430,consigne,,BARMAN goes to bar and fixes drinks.,
1431,speech,PRIEST,"Yes! Why why why bloody not!
",anger
1432,speech,ALAN,"The mingling wasn't too bad then Father?
",disgust
1433,speech,PRIEST,No not at all actually.,neutral
1434,speech,PRIEST,Spent most of the time comforting that poor Jessica.,neutral
1435,speech,PRIEST,"She certainly seemed very very very
",neutral
1436,speech,MARGARET,"emotional?
",surprise
1437,speech,PRIEST,"Yes, quite!
",surprise
1438,consigne,,PRIEST sits with ALAN and MARGARET. BARMAN brings the drinks over then returns to the bar.,
1439,speech,PRIEST,Thank you.,neutral
1440,speech,PRIEST,Yes very emotional indeed.,neutral
1441,speech,PRIEST,"Ah, here comes the third musketeer!
",joy
1442,consigne,,TREVOR enters forlorn. He walks past PRIEST then MARGARET then ALAN and each time takes the drink out of their hands and drains it. He slumps in a chair next to ALAN and stares off into space. Long Pause.,
1443,speech,ALAN,"Soooooo? How did it go? 
",surprise
1444,consigne,,Punches him playfully on the arm,
1445,speech,ALAN,"TREVOR: My marriage is over.
",sadness
1446,speech,PRIEST,"Are you Catholic my son? 
",neutral
1447,speech,TREVOR,"Presbyterian.
",neutral
1448,speech,PRIEST,"Good stuff, won't be needing me then! 
",neutral
1449,consigne,,Walks over to bar and sits on a stool,
1450,speech,PRIEST,"Another drink Barkeep!
",joy
1451,consigne,,BARMAN fixes the drink.,
1452,speech,MARGARET,"What are you talking about?
",surprise
1453,speech,TREVOR,"I'm sorry Margaret, I had to.",sadness
1454,speech,MARGARET,"What did you have to?
",surprise
1455,speech,ALAN,He told his wife.,disgust
1456,speech,ALAN,"About last night, about everything.",neutral
1457,speech,MARGARET,"Oh Trevor.
",neutral
1458,speech,TREVOR,I'm sorry I couldn't keep your promise Margaret.,sadness
1459,speech,MARGARET,Bugger the promise.,neutral
1460,speech,MARGARET,"God Trevor, what have you done?
",surprise
1461,speech,ALAN,"What did she say?
",surprise
1462,speech,TREVOR,She wasn't even upset.,neutral
1463,speech,TREVOR,That was the worst bit.,disgust
1464,speech,TREVOR,"She was just so disappointed.
",sadness
1465,speech,MARGARET,"She can't just end it like that.
",neutral
1466,speech,TREVOR,"She said the only reason we worked was because I was honest and faithful, and that whilst I'd shown I was honest I'd also shown I was incapable of being faithful.",neutral
1467,speech,TREVOR,She said there wasn't enough love in our marriage to get over something like this.,neutral
1468,speech,TREVOR,"She said I'd never been someone she'd craved; all I'd ever been was '91good husband material', and after this I wasn't even that anymore.
",neutral
1469,speech,MARGARET,"What about your life together?
",neutral
1470,speech,TREVOR,She said she doesn't want anything.,anger
1471,speech,TREVOR,We've no children and she earns nearly what I do.,neutral
1472,speech,TREVOR,She said I could have the house.,neutral
1473,speech,TREVOR,She said she couldn't be bothered fighting over it in court seeing as I'd probably win anyway.,anger
1474,consigne,,Pause,
1475,speech,TREVOR,"It was so clinical, so heartless.",fear
1476,consigne,,Pause. Sobbing,
1477,speech,TREVOR,"I thought she'd forgive me, I really did.",neutral
1478,speech,TREVOR,I thought she loved me so strongly.,joy
1479,speech,TREVOR,Instead it turns out she never really cared at all.,surprise
1480,speech,TREVOR,"I was just someone good to bring home to her parents.
",neutral
1481,speech,ALAN,"Trevor.
",neutral
1482,consigne,,shouting,
1483,speech,TREVOR,No! It's fucked! Can't you see that? To betray someone you love is one thing.,anger
1484,speech,TREVOR,"To betray someone you love and then discover that they never even loved you at all is just'85 
",anger
1485,consigne,,hold his head in his hands,
1486,consigne,,JESSICA enters smoking.,
1487,speech,JESSICA,Here you all are! If I didn't know better I'd say you were avoiding me.,anger
1488,consigne,,Spots PRIEST,
1489,speech,JESSICA,Hello Father.,neutral
1490,consigne,,Blows him a kiss,
1491,speech,JESSICA,mwah! What are you all looking so down in the mouth for.,surprise
1492,speech,JESSICA,"It's not like someone died! 
",anger
1493,consigne,,Laughs hysterically. Pause,
1494,speech,JESSICA,"Oh come on chaps, Edwin would have thought that was funny.",joy
1495,speech,JESSICA,How's about cheering up a little.,neutral
1496,speech,JESSICA,"Trevor why don't you recite his graduation speech, that's always good for a laugh or two!
",neutral
1497,speech,MARGARET,"Jessica please.
",neutral
1498,speech,JESSICA,"Oh god, Miss Killjoy chirps up again.",surprise
1499,speech,JESSICA,"Sorry Maggs am I having a little too much fun for your liking? 
",sadness
1500,speech,MARGARET,Trevor's wife has left him.,sadness
1501,consigne,,taken aback,
1502,speech,JESSICA,"Oh! Gosh! 
",surprise
1503,consigne,,Pause,
1504,speech,JESSICA,Still probably for the best hey Trev.,neutral
1505,speech,JESSICA,Plenty more fish and all that.,neutral
1506,consigne,,stands up,
1507,speech,MARGARET,"For God's sake! Show a bit of compassion! Your friend has just had his marriage break up and need I remind you that it's all your bloody fault!
",anger
1508,speech,JESSICA,"My fault? Don't be ridiculous.
",anger
1509,speech,MARGARET,You destroyed him! You knew exactly what you were doing.,anger
1510,consigne,,raising her voice,
1511,speech,JESSICA,"How have I destroyed him! 
",anger
1512,consigne,,Turns to TREVOR,
1513,speech,JESSICA,"I don't love you Trevor, I never have and I never will! I wanted a fuck last night, not a future! Get it! 
",anger
1514,consigne,,turns back to MARGARET sweetly,
1515,speech,JESSICA,"There, is that a bit clearer?
",neutral
1516,speech,MARGARET,"You're not the same person I used to be friends with, you're so cold and bitter.",anger
1517,speech,MARGARET,"How can you even dream of talking like that? 
",anger
1518,consigne,,Loudly to ALAN,
1519,speech,MARGARET,"Alan are you just going to sit there and say nothing?
",anger
1520,speech,JESSICA,"Oh yes why not turn to lover boy.
",neutral
1521,speech,MARGARET,"Shut up!
",anger
1522,speech,JESSICA,Turn to your darling unrequited sweetheart every time you need a bit of support.,anger
1523,speech,JESSICA,"I hate to say it, but you're exactly the same person I had to be friends with all those years ago.",disgust
1524,speech,MARGARET,"You shut up!
",anger
1525,speech,JESSICA,"Why don't you admit it? Why don't you just tell him what we all already know?
",anger
1526,consigne,,yelling,
1527,speech,MARGARET,"Fine! I admit it, I love him! I always have loved him and I always will.",joy
1528,speech,MARGARET,"But if you don't shut you're mouth this second I'm going to ram this glass down your bloody throat! 
",anger
1529,consigne,,calmly,
1530,speech,JESSICA,"Well, there you go.",neutral
1531,speech,JESSICA,All our dirty little secrets are out.,disgust
1532,speech,JESSICA,That is except one.,neutral
1533,consigne,,Pause,
1534,speech,JESSICA,"Do you want to tell her Alan? Or should I?
",anger
1535,speech,JESSICA,"After you so expertly managed to save Trevor from doing something that would jeopardise his marriage, that pathetic drunk and I did something to jeopardise mine.
",disgust
1536,consigne,,TREVOR looks up for the first time. MARGARET is shocked. ALAN is unmoved.,
1537,speech,MARGARET,"Alan? Is this true?
",surprise
1538,speech,TREVOR,"Alan? You didn't did you? Please tell me you didn't.
",surprise
1539,speech,JESSICA,"Well Alan? Did you? 
",surprise
1540,consigne,,"ALAN stands up, slowly walks over to the bar and takes a bottle of whiskey out of BARMAN'92S hand. He pours himself a very large drink. As he begins to drink MARGARET comes over to him and slaps the glass out of his hand.",
1541,speech,MARGARET,"You and your bloody drink! 
",anger
1542,consigne,,MARGARET beats her fists on ALAN'92S chest. TREVOR stands.,
1543,consigne,,crying,
1544,speech,MARGARET,"You bloody wretched, stinking alcoholic.",disgust
1545,speech,MARGARET,"How could you! How could y'85 
",surprise
1546,consigne,,trails off,
1547,consigne,,MARGARET sits on a bar stool next to PRIEST. ALAN pours another drink and walks towards TREVOR.,
1548,speech,TREVOR,"Is there a man left here I can call a friend.
",neutral
1549,speech,ALAN,"Trevor I 
",fear
1550,consigne,,"pause, ALAN looks at the floor",
1551,speech,ALAN,TREVOR: The great poet lost for words.,sadness
1552,speech,ALAN,Not much to say is there.,neutral
1553,consigne,,He holds ALAN'92S head in his hands,
1554,speech,ALAN,We're all to blame Alan.,anger
1555,speech,ALAN,We're all guilty.,sadness
1556,consigne,,TREVOR kisses ALAN'92S head and exits. ALAN follows. As soon as ALAN exits he enters again walking backwards with MR CLEETHORPES following him.,
1557,speech,MR CLEETHORPES,There you are boy! I want a word with you.,anger
1558,speech,ALAN,"Mr Cleethorpes this really is a bad time.
",disgust
1559,speech,MR CLEETHORPES,"Too right it's a bad time, I've just had to put my only son in the ground thanks to you and your swath of decadent acolytes.
",disgust
1560,speech,ALAN,Please sir this isn't the time.,neutral
1561,speech,MR CLEETHORPES,"It never is for you lot is it? There's always a party to go, a drink to be drunk, drugs to be taken, boys to be buggered.",neutral
1562,speech,MR CLEETHORPES,You sir have made my life a hell.,anger
1563,speech,MR CLEETHORPES,You've corrupted my heir and sent him to his grave.,disgust
1564,speech,MR CLEETHORPES,The certainty that you'll be burning for eternity is scant succour.,neutral
1565,speech,ALAN,"Mr Cleethorpes we all loved Edwin dearly and I can understand your grief, but please
",sadness
1566,consigne,,raising his voice,
1567,speech,MR CLEETHORPES,Don't you dare try and placate me with niceties sir! The tongue of a bugger should not be allowed to speak! Your sinful hedonism has left me childless.,anger
1568,speech,MR CLEETHORPES,"How dare you'85
",anger
1569,consigne,,JESSICA moves towards MR CLEETHORPES.,
1570,speech,JESSICA,"How dare you! How dare you say these things.
",anger
1571,speech,MR CLEETHORPES,"You madam have not been addressed! And despite your attire I recognise you as one of the clowns from that carnival of depravity earlier.
",disgust
1572,consigne,,MARGARET moves towards MR CLEETHORPES so she JESSICA and ALAN are surrounding him.,
1573,speech,MARGARET,"Is it so depraved to carry out the wishes of the deceased?
",disgust
1574,speech,MR CLEETHORPES,When the deceased is a fine man of noble birth corrupted by buggers and whores then yes it is madam.,disgust
1575,speech,JESSICA,You are the only one who ever corrupted Edwin.,neutral
1576,speech,JESSICA,"You crushed and stifled a beautiful, brilliant man.
",anger
1577,speech,MR CLEETHORPES,I taught him discipline.,disgust
1578,speech,MR CLEETHORPES,"I sought to save his soul.
",sadness
1579,speech,ALAN,You sought nothing but your own selfish ends.,anger
1580,speech,ALAN,Edwin was a god among men.,neutral
1581,speech,ALAN,"He spread happiness and love wherever he went.
",joy
1582,speech,MR CLEETHORPES,Please spare me the filthy details.,disgust
1583,speech,MR CLEETHORPES,I should never have sent him to that boarding school.,sadness
1584,speech,MR CLEETHORPES,Thought it would build his character and teach him some piety.,neutral
1585,speech,MR CLEETHORPES,Turned out to be a bastion of sods and drunkards.,disgust
1586,speech,MARGARET,"You can't blame Edwin because Gerald
",anger
1587,consigne,,yelling,
1588,speech,MR CLEETHORPES,"That is not a name I care to hear madam! 
",anger
1589,speech,JESSICA,"You have a son.
",neutral
1590,speech,MR CLEETHORPES,"I am aware I have a son madam, but he has been sullied by a brigade of demons and lies cold in the ground.
",anger
1591,speech,ALAN,"You have another son, and you should be proud of them both.
",neutral
1592,consigne,,MR CLEETHOPRES punches ALAN who falls to the ground. MARGARET and JESSICA gather round him.,
1593,speech,MR CLEETHORPES,So rotten is your soul sir that you insult a man at the wake of his only son.,disgust
1594,consigne,,To BARMAN,
1595,speech,MR CLEETHORPES,"You there, what's your name?
",surprise
1596,speech,BARMAN,"Me sir?
",neutral
1597,speech,MR CLEETHORPES,"Me sir? Yes you sir? What's your godforsaken name?
",surprise
1598,speech,BARMAN,Clifton sir.,neutral
1599,speech,MR CLEETHORPES,Well Mr Clifton tell my wife to join me in the car immediately.,neutral
1600,speech,MR CLEETHORPES,Every second I spend in this hive of wickedness does irreparable damage to my soul.,disgust
1601,consigne,,MR CLEETHORPES exits. Long silence.,
1602,speech,PRIEST,I I I have an early mass in the morning.,fear
1603,speech,PRIEST,I should should should really get to bed.,sadness
1604,consigne,,He looks round at everyone,
1605,speech,PRIEST,"It was was was a pleasure to meet you all.
",joy
1606,consigne,,PRIEST exits hurriedly.,
1607,speech,ALAN,"You don't think he left on our account do you? Or do all priests go to bed at five o clock?
",surprise
1608,consigne,,JESSICA and MARGARET haul ALAN to his feet and they all sit on the large chairs.,
1609,speech,MARGARET,"How on earth did he do it?
",surprise
1610,speech,JESSICA,"Who?
",surprise
1611,speech,MARGARET,Edwin.,neutral
1612,speech,MARGARET,"How did he turn out so happy with that a father like that?
",surprise
1613,consigne,,holding his jaw,
1614,speech,ALAN,It's just'85 Edwin.,neutral
1615,speech,JESSICA,"Come on, let's go and get Trevor.",neutral
1616,speech,JESSICA,I imagine he needs his friends right now.,neutral
1617,consigne,,MARGARET and JESSICA put their arms across ALAN'92S shoulders as support and they all exit. BARMAN begins to set out the caf'e9 style tables and chairs ready for the daytime custom (as at the start of ACT I SCENE II). While doing so he speaks.,
1618,speech,BARMAN,Unfortunately that wasn't the end of the evening's drama.,sadness
1619,speech,BARMAN,There was one big shock left for everybody.,surprise
1620,speech,BARMAN,"Ridden with despair, Mr Mcleish had locked himself in his bedroom seemingly wanting only to be alone.",sadness
1621,speech,BARMAN,Alan and Margaret spent over an hour pleading with him to unlock the door so they could offer him the comfort they shared so naturally and readily in their youth.,neutral
1622,speech,BARMAN,During this time Jessica was on the phone to Mrs Mcleish.,neutral
1623,speech,BARMAN,She tried to explain to her that any infidelity on Trevor's behalf was totally out of character and only occurred due her own selfish need to be desired.,neutral
1624,speech,BARMAN,She confessed that she planned to manipulate him the second she knew they were to meet.,disgust
1625,speech,BARMAN,"She didn't ask for forgiveness, as she said she didn't deserve it.",sadness
1626,speech,BARMAN,However she stressed that Trevor did and implored Mrs Mcleish to give him another chance.,neutral
1627,speech,BARMAN,When this phone call was over she made another one to her own husband.,disgust
1628,speech,BARMAN,She confessed a string of infidelities to him and made it clear she did not believe their marriage could survive with her behaving in such a way.,disgust
1629,speech,BARMAN,After ending this conversation she went upstairs to join Alan and Margaret in offering comfort to Trevor.,neutral
1630,speech,BARMAN,By this stage Alan had managed to force open the door.,anger
1631,speech,BARMAN,"She found the three of them together, congregated in the bathroom.",disgust
1632,speech,BARMAN,"Alan and Margaret were standing quite still, embracing each other tightly.",neutral
1633,speech,BARMAN,Trevor lay in the bath staring off into space.,disgust
1634,speech,BARMAN,The veins in his left wrist had been deeply cut and the warm water meant he bled to death in minutes.,sadness
1635,speech,BARMAN,The three friends spoke and slept little that night.,neutral
1636,speech,BARMAN,Each consumed deep in their own thoughts.,disgust
1637,speech,BARMAN,All they could do was wait for morning and catch the first train home; leaving their two fiends behind.,neutral
1638,consigne,,BARMAN returns to the bar and MARGARET enters with her coat on and carrying a suitcase.,
1639,speech,MARGARET,"Morning Clifton, is my taxi here?
",neutral
1640,speech,BARMAN,Not yet madam.,neutral
1641,consigne,,She sits at one of the tables.,
1642,speech,BARMAN,"Can I get you anything madam? 
",anger
1643,speech,MARGARET,"No, no thank you.",disgust
1644,speech,MARGARET,I just want to get out of here to be honest.,neutral
1645,speech,MARGARET,"It's been an awful stain these last few days, even before last night.",disgust
1646,speech,MARGARET,All seems so silly now.,sadness
1647,speech,BARMAN,Very good madam.,neutral
1648,consigne,,ALAN enters with coat on carrying a suitcase. He goes and sits at MARGARET'92S table.,
1649,speech,MARGARET,"Hi.
",neutral
1650,speech,ALAN,Hi.,neutral
1651,consigne,,Pasue,
1652,speech,ALAN,"Not really what I had in mind as a great tribute to Edwin.
",neutral
1653,speech,MARGARET,No not really.,neutral
1654,speech,ALAN,Jessica is distraught.,fear
1655,speech,MARGARET,I would be too if I were her.,neutral
1656,speech,MARGARET,I'm not too happy as it is myself.,sadness
1657,consigne,,Long pause.,
1658,speech,ALAN,"Why did you never mention anything about us?
",surprise
1659,speech,MARGARET,I was too busy trying to deal with other people's problems.,sadness
1660,speech,MARGARET,"It's a very good way of pretending you don't have any of your own.
",neutral
1661,speech,ALAN,I know it almost seems silly to mention.,disgust
1662,speech,ALAN,"But you know I've always loved you too.
",joy
1663,speech,MARGARET,I know.,neutral
1664,speech,ALAN,"Why did we never do anything?
",anger
1665,speech,MARGARET,"I don't know.
",surprise
1666,speech,ALAN,"Maybe one day it could still happen.
",neutral
1667,speech,MARGARET,"What in five years time at another funeral?
",neutral
1668,speech,ALAN,"Why not, Jessica would be easy enough to nudge down the stairs.
",neutral
1669,consigne,,smiles,
1670,speech,MARGARET,Yes.,neutral
1671,speech,MARGARET,I think we need to sort ourselves out before we do anything like that.,neutral
1672,speech,MARGARET,I need to get myself right in the head.,anger
1673,speech,MARGARET,I was thinking about going to see someone.,joy
1674,speech,MARGARET,"What do you think?
",neutral
1675,speech,ALAN,I think we need all the help we can get.,neutral
1676,consigne,,JESSICA enters with coat on carrying a case. She joins them at the table.,
1677,speech,JESSICA,Morning.,neutral
1678,speech,MARGARET,Morning Jess.,neutral
1679,speech,JESSICA,"Taxi here yet? 
",neutral
1680,speech,MARGARET,"No not yet, do you want to share?
",neutral
1681,speech,JESSICA,"Sure.
",neutral
1682,speech,MARGARET,"Alan? 
",surprise
1683,speech,ALAN,I'll follow on later.,neutral
1684,speech,ALAN,"I just got a call from Mr Cleethorpes, he wants to meet with me.",neutral
1685,speech,JESSICA,Hopefully to apologise.,sadness
1686,speech,ALAN,Well hopefully not to give me another thump anyway.,neutral
1687,consigne,,Pause,
